datum;p1;p2;n1;n2;Gas;zon;p1+p2;n1+n2
24-2-2026;10451,45;9734,95;7948,82;17999,21;7021,82;14350,64;20186,4;25948,03
25-2-2026;10453,6;9740,14;7948,82;18017,8;7022,22;14373,56;20193,73;25966,62
26-2-2026;10456,34;9747,52;7948,82;18030,71;7022,69;14393,08;20203,86;25979,53
27-2-2026;10458,95;9756,52;7948,82;18032,26;7023;14398,55;20215,47;25981,09
28-2-2026;10462,87;9756,52;7948,82;18032,26;7023,3;14398,63;20219,4;25981,09
28-2-2026;10473,17;9756,52;7948,99;18032,26;7023,72;14401,61;20229,69;25981,25
1-3-2026;10483,89;9756,52;7956,99;18032,26;7024,43;14416,83;20240,41;25989,26
2-3-2026;10486,67;9762,72;7956,99;18050,86;7025,15;14440,82;20249,39;26007,85
3-3-2026;10489,46;9768,34;7956,99;18068,95;7026,2;14462,79;20257,8;26025,94
4-3-2026;10492,49;9775,05;7956,99;18086,38;7027,09;14483,97;20267,53;26043,37
5-3-2026;10495,1;9780,68;7956,99;18103,41;7027,85;14507,47;20275,77;26060,4
6-3-2026;10497,4;9789,24;7956,99;18114,26;7028,26;14521,57;20286,64;26071,26
7-3-2026;10505,01;9789,24;7959,53;18114,26;7029,15;14528,2;20294,25;26073,79
8-3-2026;10517,48;9789,24;7967,21;18114,26;7029,69;14539,94;20306,73;26081,47
9-3-2026;10520,03;9795,23;7967,21;18127,95;7030,27;14559,36;20315,26;26095,16
10-3-2026;10522,38;9803,5;7967,21;18130,69;7030,89;14566,17;20325,88;26097,9
11-3-2026;10525,13;9814,52;7967,21;18133,19;7031,39;14574,27;20339,65;26100,39
12-3-2026;10528;9821,1;7967,21;18144,27;7032,05;14592,82;20349,11;26111,48
13-3-2026;10530,91;9836,51;7967,21;18144,31;7032,71;14595,84;20367,42;26111,52
14-3-2026;10545,33;9836,51;7973,41;18144,31;7033,89;14608,14;20381,84;26117,72
15-3-2026;10553,1;9836,51;7990,56;18144,31;7035,1;14634,47;20389,61;26134,87
16-3-2026;10555,9;9842,64;7990,56;18158,03;7036,04;14655,04;20398,54;26148,59
17-3-2026;10558,67;9848,09;7990,56;18170,34;7036,72;14672,41;20406,76;26160,89
18-3-2026;10561,27;9851,66;7990,56;18190,25;7037,17;14699,17;20412,93;26180,8
19-3-2026;10563,9;9855,48;7990,56;18210,24;7037,6;14724,41;20419,37;26200,8
20-3-2026;10566,86;9861,26;7990,56;18226,17;7038,05;14746,58;20428,12;26216,72
21-3-2026;10572,66;9861,26;8004,9;18226,17;7039,01;14766,78;20433,91;26231,07
22-3-2026;10579,95;9861,26;8023,38;18226,17;7039,73;14792,1;20441,21;26249,55
23-3-2026;10582,63;9865,83;8023,38;18240,38;7040,43;14811,46;20448,47;26263,76
24-3-2026;10585,26;9871,59;8023,38;18248,12;7040,95;14824,36;20456,85;26271,5
25-3-2026;10588,11;9878,61;8023,38;18255,65;7041,39;14838,52;20466,72;26279,03
26-3-2026;10590,92;9886,05;8023,38;18268,18;7042,4;14858,95;20476,97;26291,56
27-3-2026;10594;9897,27;8023,38;18273,41;7043,48;14870,55;20491,27;26296,79
28-3-2026;10603,25;9897,27;8037,14;18273,41;7044,86;14888,71;20500,52;26310,54
29-3-2026;10614,25;9897,28;8048,35;18273,41;7045,87;14906,27;20511,53;26321,76
30-3-2026;10617,05;9904,41;8048,35;18283,41;7047,06;14925,23;20521,46;26331,76
31-03-2026;10620,26;9910,03;8048,35;18295,58;7048,19;14943,57;20530,28;26343,93
01-04-2026;10621,43;9913,88;8048,35;18304,20;7048,77;14957,07;20535,31;26352,55
01-04-2026;10622,52;9916,36;8048,35;18305,88;7048,84;14961,01;20538,88;26354,22
02-04-2026;10625,32;9929,36;8048,35;18307,87;7049,43;14967,22;20554,68;26356,22
03-04-2026;10629,00;9939,30;8048,35;18313,28;7050,03;14977,97;20568,29;26361,63
04-04-2026;10637,54;9939,30;8058,01;18313,28;7050,71;14993,53;20576,84;26371,29
05-04-2026;10645,77;9939,30;8067,58;18313,28;7050,94;15009,62;20585,06;26380,86
"06-04-2026";"10650,46";"9939,30";"8089,36";"18313,28";"7051,41";"15035,91";"20589,76";"26402,64"
"07-04-2026";"10652,80";"9942,32";"8089,36";"18336,72";"7052,14";"15064,16";"20595,12";"26426,08"
"08-04-2026";"10655,02";"9944,67";"8089,36";"18359,78";"7052,48";"15091,18";"20599,70";"26449,14"
"09-04-2026";"10657,05";"9947,02";"8089,36";"18374,61";"7052,76";"15109,63";"20604,07";"26463,97"
"10-04-2026";"10659,37";"9950,14";"8089,36";"18381,97";"7052,99";"15123,16";"20609,51";"26471,33"
"11-04-2026";"10666,57";"9950,14";"8095,14";"18381,97";"7053,65";"15132,89";"20616,70";"26477,11"
"12-04-2026";"10671,29";"9950,14";"8112,63";"18381,97";"7053,99";"15157,22";"20621,43";"26494,60"
"13-04-2026";"10673,31";"9954,79";"8112,63";"18390,19";"7054,34";"15170,87";"20628,10";"26502,82"
"14-04-2026";"10675,34";"9957,13";"8112,63";"18407,52";"7054,63";"15194,79";"20632,47";"26520,15"
"15-04-2026";"10677,60";"9960,49";"8112,63";"18427,05";"7054,99";"15218,20";"20638,09";"26539,68"
